Iter	Posterior	Likelihood	Prior	t_s0	t_s1	t_c0	t_c1	t_c2	t_c3	b0_s0	b0_s1	b0_c	b1_s0	b1_s1	b1_c	b2_s0	b2_s1	b2_c	b3_s0	b3_s1	b3_c	b4_s0	b4_s1	b4_c	b5_s0	b5_s1	b5_c	b6_s0	b6_s1	b6_c	b7_s0	b7_s1	b7_c	b8_s0	b8_s1	b8_c	b9_s0	b9_s1	b9_c	b10_s0	b10_s1	b10_c	b11_s0	b11_s1	b11_c	b12_s0	b12_s1	b12_c	b13_s0	b13_s1	b13_c	b14_s0	b14_s1	b14_c	b15_s0	b15_s1	b15_c	b16_s0	b16_s1	b16_c	b17_s0	b17_s1	b17_c	b18_s0	b18_s1	b18_c	b19_s0	b19_s1	b19_c	b20_s0	b20_s1	b20_c	b21_s0	b21_s1	b21_c	b22_s0	b22_s1	b22_c	b23_s0	b23_s1	b23_c	b24_s0	b24_s1	b24_c	b25_s0	b25_s1	b25_c	b26_s0	b26_s1	b26_c	b27_s0	b27_s1	b27_c	b28_s0	b28_s1	b28_c	b29_s0	b29_s1	b29_c	b30_s0	b30_s1	b30_c	b31_s0	b31_s1	b31_c	b32_s0	b32_s1	b32_c	b33_s0	b33_s1	b33_c	b34_s0	b34_s1	b34_c	b35_s0	b35_s1	b35_c	b36_s0	b36_s1	b36_c	b37_s0	b37_s1	b37_c	b38_s0	b38_s1	b38_c	b39_s0	b39_s1	b39_c	b40_s0	b40_s1	b40_c	b41_s0	b41_s1	b41_c	b42_s0	b42_s1	b42_c	b43_s0	b43_s1	b43_c
314600	-103.512	-97.903	-5.60931	1	9	7	5	1	9	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
314700	-100.181	-102.641	2.46061	1	9	7	5	1	9	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
314800	-100.637	-103.201	2.56351	2	8	7	6	1	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
314900	-104.764	-103.99	-0.773679	1	10	7	5	0	10	0	0	3	1	0	3	0	0	3	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	1	3	0	0	1	0	0	1	0	0	3	0	0	3
315000	-99.1798	-103.54	4.36015	1	9	7	5	1	9	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
315100	-100.253	-100.916	0.662898	1	9	7	5	1	9	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
315200	-103.346	-106.476	3.12983	1	10	7	5	0	10	1	0	3	0	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
315300	-108.376	-112.289	3.91325	2	9	7	6	0	9	0	0	3	1	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
315400	-105.438	-106.339	0.900425	1	10	7	5	0	10	1	0	3	0	0	3	0	0	3	0	0	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	1	3	0	0	1	0	0	1	0	0	3	0	0	3
315500	-104.93	-109.454	4.52403	1	10	7	5	0	10	1	0	3	0	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
315600	-104.481	-108.398	3.91638	1	10	7	5	0	10	0	0	3	1	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
315700	-105.637	-108.617	2.9802	2	9	7	6	0	9	0	0	3	1	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
315800	-105.521	-107.397	1.87615	1	10	7	5	0	10	1	0	3	0	0	3	0	0	3	0	1	3	0	1	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	3	0	0	1	0	0	1	0	0	3	0	0	3
315900	-101.911	-106.905	4.99368	1	9	7	5	1	9	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
316000	-100.932	-104.678	3.74551	1	9	7	5	1	9	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
316100	-99.3217	-103.01	3.68832	1	9	7	5	1	9	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
316200	-108.974	-107.611	-1.36322	2	9	8	5	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
316300	-106.643	-109.696	3.05257	2	9	8	5	1	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
316400	-100.676	-103.807	3.13036	1	9	7	5	1	9	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
316500	-101.231	-106.26	5.02877	1	9	7	5	1	9	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
316600	-106.367	-106.725	0.35796	2	8	7	6	1	8	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
316700	-102.152	-106.314	4.1615	1	9	7	5	1	9	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
316800	-100.426	-101.342	0.915727	2	8	7	6	1	8	0	0	3	0	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	1	2	0	0	1	1	0	1	0	0	3	0	0	3
316900	-100.118	-102.884	2.76606	1	9	7	5	1	9	0	0	3	1	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	1	2	0	0	1	0	0	1	0	0	3	0	0	3
317000	-109.746	-110.874	1.1282	3	8	8	6	1	7	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
317100	-106.961	-111.938	4.97668	3	8	8	6	1	7	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
317200	-99.0012	-100.963	1.96164	1	9	7	5	1	9	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
317300	-100.91	-103.369	2.45906	2	8	7	6	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
317400	-101.371	-103.816	2.44566	2	8	7	6	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
317500	-100.311	-105.285	4.97382	2	8	7	6	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
317600	-102.24	-107.006	4.76594	2	8	7	6	1	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
317700	-100.423	-100.499	0.0761095	1	9	7	5	1	9	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
317800	-99.6482	-104.077	4.42916	2	8	7	6	1	8	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	0	3
317900	-101.96	-107.045	5.08484	1	9	7	5	1	9	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
318000	-100.251	-99.3455	-0.905284	1	9	7	5	1	9	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
318100	-102.071	-107.218	5.1472	2	8	7	6	1	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
318200	-98.7619	-103.655	4.89324	2	8	7	6	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
318300	-99.1968	-103.378	4.18155	2	8	7	6	1	8	0	0	3	0	0	3	0	0	2	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	1	2	0	0	1	1	0	1	0	0	3	0	0	3
318400	-99.9681	-101.754	1.78566	2	8	7	6	1	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
318500	-104.094	-101.069	-3.02472	2	8	7	6	1	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
318600	-99.9629	-103.981	4.01807	2	8	7	6	1	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
318700	-98.7741	-102.465	3.69129	1	9	7	5	1	9	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
318800	-101.447	-100.791	-0.655615	1	9	7	5	1	9	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
318900	-99.5164	-102.31	2.79403	1	9	7	5	1	9	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	0	1	0	0	1	0	0	1	0	1	3	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	1	0	0	1	0	0	1	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	0	3
