Iter	Posterior	Likelihood	Prior	t_s0	t_s1	t_c0	t_c1	t_c2	t_c3	b0_s0	b0_s1	b0_c	b1_s0	b1_s1	b1_c	b2_s0	b2_s1	b2_c	b3_s0	b3_s1	b3_c	b4_s0	b4_s1	b4_c	b5_s0	b5_s1	b5_c	b6_s0	b6_s1	b6_c	b7_s0	b7_s1	b7_c	b8_s0	b8_s1	b8_c	b9_s0	b9_s1	b9_c	b10_s0	b10_s1	b10_c	b11_s0	b11_s1	b11_c	b12_s0	b12_s1	b12_c	b13_s0	b13_s1	b13_c	b14_s0	b14_s1	b14_c	b15_s0	b15_s1	b15_c	b16_s0	b16_s1	b16_c	b17_s0	b17_s1	b17_c	b18_s0	b18_s1	b18_c	b19_s0	b19_s1	b19_c	b20_s0	b20_s1	b20_c	b21_s0	b21_s1	b21_c	b22_s0	b22_s1	b22_c	b23_s0	b23_s1	b23_c	b24_s0	b24_s1	b24_c	b25_s0	b25_s1	b25_c	b26_s0	b26_s1	b26_c	b27_s0	b27_s1	b27_c	b28_s0	b28_s1	b28_c	b29_s0	b29_s1	b29_c	b30_s0	b30_s1	b30_c	b31_s0	b31_s1	b31_c	b32_s0	b32_s1	b32_c	b33_s0	b33_s1	b33_c	b34_s0	b34_s1	b34_c	b35_s0	b35_s1	b35_c	b36_s0	b36_s1	b36_c	b37_s0	b37_s1	b37_c	b38_s0	b38_s1	b38_c	b39_s0	b39_s1	b39_c	b40_s0	b40_s1	b40_c	b41_s0	b41_s1	b41_c	b42_s0	b42_s1	b42_c	b43_s0	b43_s1	b43_c
3900	-158.958	-157.368	-1.59054	4	14	10	2	2	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
4000	-158.222	-162.673	4.45102	4	14	10	2	2	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
4100	-166.623	-167.204	0.581165	4	14	10	2	2	8	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	1	0	1	0	2	3	0	0	3
4200	-161.056	-158.361	-2.69477	4	14	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
4300	-163.564	-160.458	-3.10653	4	14	10	2	2	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
4400	-157.194	-157.009	-0.185534	4	14	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
4500	-159.145	-159.46	0.314458	4	14	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
4600	-159.799	-157.586	-2.21385	4	14	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
4700	-159.237	-158.48	-0.757297	4	14	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
4800	-161.808	-159.321	-2.48661	4	14	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
4900	-156.941	-158.049	1.10849	4	14	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
5000	-158.453	-161.62	3.16726	4	14	10	2	2	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	1	3	0	1	3
5100	-163.142	-152.698	-10.4442	3	15	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	1	3	0	0	3
5200	-158.033	-158.81	0.776607	3	15	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	1	3	0	0	3
5300	-159.769	-155.362	-4.40658	3	15	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	1	3	0	0	3
5400	-164.154	-166.776	2.62187	3	15	10	2	2	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	1	3	0	0	3
5500	-158.303	-160.512	2.2084	3	15	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	1	3	0	0	3
5600	-158.036	-161.826	3.79072	3	15	10	2	2	8	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	1	0	1	0	1	3	0	0	3
5700	-161.959	-155.825	-6.13441	3	15	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	1	3	0	0	3
5800	-156.78	-158.273	1.49292	3	15	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	1	3	0	0	3
5900	-157.33	-159.076	1.74615	3	15	10	2	2	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	1	3	0	0	3
6000	-161.367	-158.602	-2.76544	3	15	10	2	2	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	1	3	0	0	3
6100	-156.108	-159.17	3.06156	4	14	10	2	2	8	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	1	0	1	0	1	3	0	0	3
6200	-158.27	-155.88	-2.39057	3	15	10	2	2	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	1	3
6300	-156.828	-157.867	1.03907	3	15	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	0	3	0	1	3
6400	-160.727	-165.281	4.55406	3	15	10	2	2	8	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	1	0	1	0	0	3	0	1	3
6500	-156.485	-159.106	2.6207	3	15	10	2	2	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	1	3	0	0	3
6600	-158.99	-161.82	2.83005	3	15	10	2	2	8	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	1	0	1	0	2	3	0	0	3
6700	-159.546	-158.391	-1.15485	3	15	10	2	2	8	0	0	3	0	0	3	0	0	2	0	0	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	1	1	0	1	0	2	3	0	0	3
6800	-164.29	-159.947	-4.34234	3	15	10	2	2	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
6900	-158.494	-162.188	3.69448	3	15	10	2	2	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	0	1	0	1	1	0	1	0	0	0	3	0	0	3	1	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	1	3	0	1	3
7000	-146.474	-148.818	2.34395	2	14	9	2	3	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	0	2	0	0	1	0	1	1	0	1	2	0	1	3	0	1	3	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	1	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
7100	-145.89	-149.126	3.23574	2	14	9	2	3	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	0	1	0	1	2	0	1	2	0	0	1	0	1	3	0	1	3	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
7200	-147.11	-143.416	-3.69379	2	14	9	2	3	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	0	1	0	1	2	0	1	2	0	0	1	0	1	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
7300	-147.364	-150.641	3.27694	2	14	9	2	3	8	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	0	1	0	1	2	0	0	2	0	1	1	0	1	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	1	0	1	0	2	3	0	0	3
7400	-145.73	-148.059	2.32887	3	13	9	3	2	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	0	1	1	0	1	0	0	1	0	1	1	0	1	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
7500	-147.039	-144.181	-2.85812	3	13	9	3	2	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	0	1	1	0	1	0	0	1	0	1	1	0	1	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
7600	-145.172	-147.038	1.86621	2	14	9	2	3	8	1	0	3	0	0	3	0	0	2	0	0	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	0	1	0	1	2	0	1	2	0	0	1	0	1	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	1	0	0	1	0	2	3	0	0	3
7700	-146.447	-148.129	1.6816	3	13	9	3	2	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	0	1	1	0	1	0	0	1	0	1	1	0	1	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
7800	-154.76	-149.714	-5.0462	1	17	10	0	4	8	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	1	0	0	1	2	0	0	2	0	2	0	0	0	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	2	0	2	2	0	0	3	0	1	3
7900	-152.316	-146.509	-5.80708	3	14	9	3	1	9	0	0	3	1	0	3	0	0	3	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	0	1	1	0	1	0	0	1	0	1	1	0	1	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	1	0	0	1	0	1	3	0	1	3
8000	-144.44	-148.634	4.1938	3	13	9	3	2	8	1	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	0	1	1	0	1	0	0	1	0	1	1	0	1	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
8100	-151.141	-144.904	-6.23662	2	14	9	2	3	8	0	0	3	1	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	0	1	0	1	2	0	1	2	0	0	1	0	1	3	0	0	3	0	2	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	2	3	0	0	3
8200	-146.968	-143.121	-3.84748	3	13	9	3	2	8	0	0	3	0	0	3	0	0	2	0	1	3	0	0	3	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	3	0	0	3	0	0	1	1	0	1	0	0	1	0	1	1	0	1	3	0	1	3	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	1	1	0	1	0	2	3	0	0	3
